complex_id,ligand_file,protein_file,pocket_file,affinity,measure,resolution,year
5ta4,data/raw/PDBbind_v2020_refined/refined-set/5ta4/5ta4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5ta4/5ta4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5ta4/5ta4_pocket.pdb,7.62,pKd,1.5,2017
6g5l,data/raw/PDBbind_v2020_refined/refined-set/6g5l/6g5l_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g5l/6g5l_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g5l/6g5l_pocket.pdb,7.62,pKd,1.21,2019
1c1r,data/raw/PDBbind_v2020_refined/refined-set/1c1r/1c1r_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1c1r/1c1r_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1c1r/1c1r_pocket.pdb,7.63,pKd,1.37,2000
4avi,data/raw/PDBbind_v2020_refined/refined-set/4avi/4avi_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4avi/4avi_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4avi/4avi_pocket.pdb,7.63,pKd,2.4,2012
4x5z,data/raw/PDBbind_v2020_refined/refined-set/4x5z/4x5z_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4x5z/4x5z_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4x5z/4x5z_pocket.pdb,7.63,pKd,1.86,2015
1c1v,data/raw/PDBbind_v2020_refined/refined-set/1c1v/1c1v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1c1v/1c1v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1c1v/1c1v_pocket.pdb,7.64,pKd,1.98,2000
1uvt,data/raw/PDBbind_v2020_refined/refined-set/1uvt/1uvt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1uvt/1uvt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1uvt/1uvt_pocket.pdb,7.64,pKd,2.5,1997
2hl4,data/raw/PDBbind_v2020_refined/refined-set/2hl4/2hl4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2hl4/2hl4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2hl4/2hl4_pocket.pdb,7.64,pKd,1.55,2007
3d78,data/raw/PDBbind_v2020_refined/refined-set/3d78/3d78_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3d78/3d78_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3d78/3d78_pocket.pdb,7.64,pKd,1.6,2009
3fat,data/raw/PDBbind_v2020_refined/refined-set/3fat/3fat_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fat/3fat_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fat/3fat_pocket.pdb,7.64,pKd,1.9,2008
3h89,data/raw/PDBbind_v2020_refined/refined-set/3h89/3h89_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3h89/3h89_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3h89/3h89_pocket.pdb,7.64,pKd,2.5,2009
3hl7,data/raw/PDBbind_v2020_refined/refined-set/3hl7/3hl7_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3hl7/3hl7_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3hl7/3hl7_pocket.pdb,7.64,pKd,1.88,2009
3l0v,data/raw/PDBbind_v2020_refined/refined-set/3l0v/3l0v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3l0v/3l0v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3l0v/3l0v_pocket.pdb,7.64,pKd,1.75,2010
3sjf,data/raw/PDBbind_v2020_refined/refined-set/3sjf/3sjf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3sjf/3sjf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3sjf/3sjf_pocket.pdb,7.64,pKd,1.65,2011
4r73,data/raw/PDBbind_v2020_refined/refined-set/4r73/4r73_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4r73/4r73_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4r73/4r73_pocket.pdb,7.64,pKd,1.6,2015
4rpo,data/raw/PDBbind_v2020_refined/refined-set/4rpo/4rpo_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4rpo/4rpo_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4rpo/4rpo_pocket.pdb,7.64,pKd,1.95,2014
4ruz,data/raw/PDBbind_v2020_refined/refined-set/4ruz/4ruz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ruz/4ruz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ruz/4ruz_pocket.pdb,7.64,pKd,1.63,2015
5el9,data/raw/PDBbind_v2020_refined/refined-set/5el9/5el9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5el9/5el9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5el9/5el9_pocket.pdb,7.64,pKd,1.1,2016
5exn,data/raw/PDBbind_v2020_refined/refined-set/5exn/5exn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5exn/5exn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5exn/5exn_pocket.pdb,7.64,pKd,1.49,2016
5u6j,data/raw/PDBbind_v2020_refined/refined-set/5u6j/5u6j_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5u6j/5u6j_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5u6j/5u6j_pocket.pdb,7.64,pKd,2.3,2017
966c,data/raw/PDBbind_v2020_refined/refined-set/966c/966c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/966c/966c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/966c/966c_pocket.pdb,7.64,pKd,1.9,1999
5dex,data/raw/PDBbind_v2020_refined/refined-set/5dex/5dex_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5dex/5dex_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5dex/5dex_pocket.pdb,7.65,pKd,2.4,2016
6pl1,data/raw/PDBbind_v2020_refined/refined-set/6pl1/6pl1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6pl1/6pl1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6pl1/6pl1_pocket.pdb,7.65,pKd,2.03,2019
1f0r,data/raw/PDBbind_v2020_refined/refined-set/1f0r/1f0r_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1f0r/1f0r_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1f0r/1f0r_pocket.pdb,7.66,pKd,2.1,2000
1nny,data/raw/PDBbind_v2020_refined/refined-set/1nny/1nny_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1nny/1nny_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1nny/1nny_pocket.pdb,7.66,pKd,2.4,2003
1ppk,data/raw/PDBbind_v2020_refined/refined-set/1ppk/1ppk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1ppk/1ppk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1ppk/1ppk_pocket.pdb,7.66,pKd,1.8,1994
2cn0,data/raw/PDBbind_v2020_refined/refined-set/2cn0/2cn0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2cn0/2cn0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2cn0/2cn0_pocket.pdb,7.66,pKd,1.3,2006
2yme,data/raw/PDBbind_v2020_refined/refined-set/2yme/2yme_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2yme/2yme_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2yme/2yme_pocket.pdb,7.66,pKd,2.4,2012
4b74,data/raw/PDBbind_v2020_refined/refined-set/4b74/4b74_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4b74/4b74_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4b74/4b74_pocket.pdb,7.66,pKd,2.18,2012
4e5w,data/raw/PDBbind_v2020_refined/refined-set/4e5w/4e5w_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4e5w/4e5w_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4e5w/4e5w_pocket.pdb,7.66,pKd,1.86,2012
4gq4,data/raw/PDBbind_v2020_refined/refined-set/4gq4/4gq4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4gq4/4gq4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4gq4/4gq4_pocket.pdb,7.66,pKd,1.27,2012
4oeu,data/raw/PDBbind_v2020_refined/refined-set/4oeu/4oeu_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4oeu/4oeu_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4oeu/4oeu_pocket.pdb,7.66,pKd,2.2,2014
4qev,data/raw/PDBbind_v2020_refined/refined-set/4qev/4qev_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4qev/4qev_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4qev/4qev_pocket.pdb,7.66,pKd,1.8,2014
5dfp,data/raw/PDBbind_v2020_refined/refined-set/5dfp/5dfp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5dfp/5dfp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5dfp/5dfp_pocket.pdb,7.66,pKd,2.2,2016
5edc,data/raw/PDBbind_v2020_refined/refined-set/5edc/5edc_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5edc/5edc_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5edc/5edc_pocket.pdb,7.66,pKd,1.29,2016
5kz0,data/raw/PDBbind_v2020_refined/refined-set/5kz0/5kz0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5kz0/5kz0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5kz0/5kz0_pocket.pdb,7.66,pKd,2.3,2016
5tcy,data/raw/PDBbind_v2020_refined/refined-set/5tcy/5tcy_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5tcy/5tcy_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5tcy/5tcy_pocket.pdb,7.66,pKd,1.9,2017
6e1y,data/raw/PDBbind_v2020_refined/refined-set/6e1y/6e1y_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6e1y/6e1y_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6e1y/6e1y_pocket.pdb,7.66,pKd,1.22,2019
6nw3,data/raw/PDBbind_v2020_refined/refined-set/6nw3/6nw3_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6nw3/6nw3_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6nw3/6nw3_pocket.pdb,7.66,pKd,2.35,2019
6o5x,data/raw/PDBbind_v2020_refined/refined-set/6o5x/6o5x_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6o5x/6o5x_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6o5x/6o5x_pocket.pdb,7.66,pKd,1.7,2019
2bpv,data/raw/PDBbind_v2020_refined/refined-set/2bpv/2bpv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2bpv/2bpv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2bpv/2bpv_pocket.pdb,7.67,pKd,1.9,1999
1o2q,data/raw/PDBbind_v2020_refined/refined-set/1o2q/1o2q_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1o2q/1o2q_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1o2q/1o2q_pocket.pdb,7.68,pKd,1.5,2003
1t4v,data/raw/PDBbind_v2020_refined/refined-set/1t4v/1t4v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1t4v/1t4v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1t4v/1t4v_pocket.pdb,7.68,pKd,2.0,2005
1w0z,data/raw/PDBbind_v2020_refined/refined-set/1w0z/1w0z_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1w0z/1w0z_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1w0z/1w0z_pocket.pdb,7.68,pKd,1.9,2008
2arm,data/raw/PDBbind_v2020_refined/refined-set/2arm/2arm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2arm/2arm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2arm/2arm_pocket.pdb,7.68,pKd,1.23,2005
3f8c,data/raw/PDBbind_v2020_refined/refined-set/3f8c/3f8c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3f8c/3f8c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3f8c/3f8c_pocket.pdb,7.68,pKd,2.2,2008
3miy,data/raw/PDBbind_v2020_refined/refined-set/3miy/3miy_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3miy/3miy_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3miy/3miy_pocket.pdb,7.68,pKd,1.67,2010
4cpz,data/raw/PDBbind_v2020_refined/refined-set/4cpz/4cpz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4cpz/4cpz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4cpz/4cpz_pocket.pdb,7.68,pKd,2.2,2014
4d7b,data/raw/PDBbind_v2020_refined/refined-set/4d7b/4d7b_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4d7b/4d7b_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4d7b/4d7b_pocket.pdb,7.68,pKd,1.15,2016
4del,data/raw/PDBbind_v2020_refined/refined-set/4del/4del_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4del/4del_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4del/4del_pocket.pdb,7.68,pKd,1.58,2013
4ygf,data/raw/PDBbind_v2020_refined/refined-set/4ygf/4ygf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ygf/4ygf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ygf/4ygf_pocket.pdb,7.68,pKd,2.0,2015
5nkg,data/raw/PDBbind_v2020_refined/refined-set/5nkg/5nkg_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5nkg/5nkg_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5nkg/5nkg_pocket.pdb,7.68,pKd,1.1,2017
5wyz,data/raw/PDBbind_v2020_refined/refined-set/5wyz/5wyz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5wyz/5wyz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5wyz/5wyz_pocket.pdb,7.68,pKd,2.3,2017
5yjm,data/raw/PDBbind_v2020_refined/refined-set/5yjm/5yjm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5yjm/5yjm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5yjm/5yjm_pocket.pdb,7.68,pKd,1.9,2017
6b4u,data/raw/PDBbind_v2020_refined/refined-set/6b4u/6b4u_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6b4u/6b4u_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6b4u/6b4u_pocket.pdb,7.68,pKd,1.95,2017
6hke,data/raw/PDBbind_v2020_refined/refined-set/6hke/6hke_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6hke/6hke_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6hke/6hke_pocket.pdb,7.68,pKd,2.11,2018
5xsr,data/raw/PDBbind_v2020_refined/refined-set/5xsr/5xsr_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5xsr/5xsr_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5xsr/5xsr_pocket.pdb,7.69,pKd,2.3,2018
1bai,data/raw/PDBbind_v2020_refined/refined-set/1bai/1bai_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1bai/1bai_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1bai/1bai_pocket.pdb,7.7,pKd,2.4,1999
1fzm,data/raw/PDBbind_v2020_refined/refined-set/1fzm/1fzm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1fzm/1fzm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1fzm/1fzm_pocket.pdb,7.7,pKd,1.8,2001
1gno,data/raw/PDBbind_v2020_refined/refined-set/1gno/1gno_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1gno/1gno_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1gno/1gno_pocket.pdb,7.7,pKd,2.3,1996
1izh,data/raw/PDBbind_v2020_refined/refined-set/1izh/1izh_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1izh/1izh_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1izh/1izh_pocket.pdb,7.7,pKd,1.9,2002
1mes,data/raw/PDBbind_v2020_refined/refined-set/1mes/1mes_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1mes/1mes_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1mes/1mes_pocket.pdb,7.7,pKd,1.9,1998
1oau,data/raw/PDBbind_v2020_refined/refined-set/1oau/1oau_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1oau/1oau_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1oau/1oau_pocket.pdb,7.7,pKd,1.8,2004
1oz0,data/raw/PDBbind_v2020_refined/refined-set/1oz0/1oz0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1oz0/1oz0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1oz0/1oz0_pocket.pdb,7.7,pKd,2.5,2003
1s39,data/raw/PDBbind_v2020_refined/refined-set/1s39/1s39_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1s39/1s39_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1s39/1s39_pocket.pdb,7.7,pKd,1.95,2004
1uou,data/raw/PDBbind_v2020_refined/refined-set/1uou/1uou_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1uou/1uou_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1uou/1uou_pocket.pdb,7.7,pKd,2.11,2004
2d1o,data/raw/PDBbind_v2020_refined/refined-set/2d1o/2d1o_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2d1o/2d1o_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2d1o/2d1o_pocket.pdb,7.7,pKd,2.02,2006
2hmu,data/raw/PDBbind_v2020_refined/refined-set/2hmu/2hmu_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2hmu/2hmu_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2hmu/2hmu_pocket.pdb,7.7,pKd,2.25,2006
2hmv,data/raw/PDBbind_v2020_refined/refined-set/2hmv/2hmv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2hmv/2hmv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2hmv/2hmv_pocket.pdb,7.7,pKd,2.2,2006
2ves,data/raw/PDBbind_v2020_refined/refined-set/2ves/2ves_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2ves/2ves_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2ves/2ves_pocket.pdb,7.7,pKd,1.9,2008
2zjw,data/raw/PDBbind_v2020_refined/refined-set/2zjw/2zjw_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2zjw/2zjw_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2zjw/2zjw_pocket.pdb,7.7,pKd,2.4,2009
3b7r,data/raw/PDBbind_v2020_refined/refined-set/3b7r/3b7r_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3b7r/3b7r_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3b7r/3b7r_pocket.pdb,7.7,pKd,1.81,2008
3ewc,data/raw/PDBbind_v2020_refined/refined-set/3ewc/3ewc_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3ewc/3ewc_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3ewc/3ewc_pocket.pdb,7.7,pKd,2.11,2009
3f3e,data/raw/PDBbind_v2020_refined/refined-set/3f3e/3f3e_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3f3e/3f3e_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3f3e/3f3e_pocket.pdb,7.7,pKd,1.8,2008
3g0e,data/raw/PDBbind_v2020_refined/refined-set/3g0e/3g0e_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3g0e/3g0e_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3g0e/3g0e_pocket.pdb,7.7,pKd,1.6,2009
3i51,data/raw/PDBbind_v2020_refined/refined-set/3i51/3i51_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3i51/3i51_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3i51/3i51_pocket.pdb,7.7,pKd,1.8,2010
3p7i,data/raw/PDBbind_v2020_refined/refined-set/3p7i/3p7i_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3p7i/3p7i_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3p7i/3p7i_pocket.pdb,7.7,pKd,1.71,2011
3th9,data/raw/PDBbind_v2020_refined/refined-set/3th9/3th9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3th9/3th9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3th9/3th9_pocket.pdb,7.7,pKd,1.34,2011
4acc,data/raw/PDBbind_v2020_refined/refined-set/4acc/4acc_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4acc/4acc_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4acc/4acc_pocket.pdb,7.7,pKd,2.21,2012
4cpt,data/raw/PDBbind_v2020_refined/refined-set/4cpt/4cpt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4cpt/4cpt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4cpt/4cpt_pocket.pdb,7.7,pKd,1.7,2014
4e7r,data/raw/PDBbind_v2020_refined/refined-set/4e7r/4e7r_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4e7r/4e7r_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4e7r/4e7r_pocket.pdb,7.7,pKd,2.25,2012
4fsl,data/raw/PDBbind_v2020_refined/refined-set/4fsl/4fsl_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4fsl/4fsl_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4fsl/4fsl_pocket.pdb,7.7,pKd,2.5,2012
4o09,data/raw/PDBbind_v2020_refined/refined-set/4o09/4o09_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4o09/4o09_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4o09/4o09_pocket.pdb,7.7,pKd,1.96,2014
4tmk,data/raw/PDBbind_v2020_refined/refined-set/4tmk/4tmk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4tmk/4tmk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4tmk/4tmk_pocket.pdb,7.7,pKd,1.98,1998
5l9g,data/raw/PDBbind_v2020_refined/refined-set/5l9g/5l9g_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5l9g/5l9g_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5l9g/5l9g_pocket.pdb,7.7,pKd,1.75,2016
5sz5,data/raw/PDBbind_v2020_refined/refined-set/5sz5/5sz5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5sz5/5sz5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5sz5/5sz5_pocket.pdb,7.7,pKd,1.27,2016
6cn5,data/raw/PDBbind_v2020_refined/refined-set/6cn5/6cn5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6cn5/6cn5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6cn5/6cn5_pocket.pdb,7.7,pKd,2.3,2018
6g6t,data/raw/PDBbind_v2020_refined/refined-set/6g6t/6g6t_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g6t/6g6t_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g6t/6g6t_pocket.pdb,7.7,pKd,1.12,2019
6nwk,data/raw/PDBbind_v2020_refined/refined-set/6nwk/6nwk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6nwk/6nwk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6nwk/6nwk_pocket.pdb,7.7,pKd,1.65,2019
3lk8,data/raw/PDBbind_v2020_refined/refined-set/3lk8/3lk8_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3lk8/3lk8_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3lk8/3lk8_pocket.pdb,7.71,pKd,1.8,2010
4mmp,data/raw/PDBbind_v2020_refined/refined-set/4mmp/4mmp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4mmp/4mmp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4mmp/4mmp_pocket.pdb,7.71,pKd,1.57,2014
1ajv,data/raw/PDBbind_v2020_refined/refined-set/1ajv/1ajv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1ajv/1ajv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1ajv/1ajv_pocket.pdb,7.72,pKd,2.0,1997
1cnw,data/raw/PDBbind_v2020_refined/refined-set/1cnw/1cnw_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1cnw/1cnw_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1cnw/1cnw_pocket.pdb,7.72,pKd,2.0,1995
1j4r,data/raw/PDBbind_v2020_refined/refined-set/1j4r/1j4r_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1j4r/1j4r_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1j4r/1j4r_pocket.pdb,7.72,pKd,1.8,2001
1oif,data/raw/PDBbind_v2020_refined/refined-set/1oif/1oif_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1oif/1oif_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1oif/1oif_pocket.pdb,7.72,pKd,2.12,2003
3el5,data/raw/PDBbind_v2020_refined/refined-set/3el5/3el5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3el5/3el5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3el5/3el5_pocket.pdb,7.72,pKd,1.6,2009
3vjc,data/raw/PDBbind_v2020_refined/refined-set/3vjc/3vjc_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3vjc/3vjc_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3vjc/3vjc_pocket.pdb,7.72,pKd,1.89,2012
4a4w,data/raw/PDBbind_v2020_refined/refined-set/4a4w/4a4w_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4a4w/4a4w_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4a4w/4a4w_pocket.pdb,7.72,pKd,2.0,2012
4egk,data/raw/PDBbind_v2020_refined/refined-set/4egk/4egk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4egk/4egk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4egk/4egk_pocket.pdb,7.72,pKd,1.69,2012
5ia2,data/raw/PDBbind_v2020_refined/refined-set/5ia2/5ia2_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5ia2/5ia2_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5ia2/5ia2_pocket.pdb,7.72,pKd,1.62,2016
